point,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,bars,beat,time_value,finger
3793,0.094488,0.023622,0.031496,-0.070866,0.913386,-0.055118,0.023622,0.322835,3,3,0.446077,0
3794,-0.125984,-0.047244,-0.110236,-0.165354,0.606299,0.015748,0.031496,-0.15748,3,3,0.446077,0
3795,0.015748,-0.023622,0.007874,0.212598,-0.385827,0.,-0.181102,-0.094488,3,3,0.422857,0
3796,-0.062992,0.031496,0.055118,-0.023622,-0.062992,0.015748,-0.110236,-0.062992,3,3,0.422857,0
3797,0.023622,-0.015748,-0.047244,0.007874,0.267717,-0.125984,0.11811,-0.086614,3,3,0.399637,0
3798,-0.102362,0.015748,0.141732,0.110236,0.433071,-0.102362,-0.228346,-0.031496,3,3,0.399637,0
3799,0.015748,-0.055118,-0.125984,-0.425197,0.80315,0.102362,0.173228,0.047244,3,3,0.376417,0
3800,0.03937,0.015748,-0.023622,0.102362,-0.19685,-0.212598,0.023622,0.07874,3,3,0.376417,0
3801,-0.173228,0.,0.070866,0.062992,0.141732,0.102362,-0.330709,-0.19685,3,3,0.353197,0
3802,0.314961,0.055118,0.055118,0.314961,0.15748,0.259843,0.448819,0.433071,3,3,0.353197,0
3803,0.11811,0.047244,0.023622,-0.07874,0.031496,0.015748,0.15748,0.047244,3,3,0.353197,0
3804,-0.086614,0.015748,-0.023622,0.03937,-0.047244,-0.062992,-0.181102,0.047244,3,3,0.353197,0
3805,0.03937,0.,0.015748,0.007874,0.070866,-0.015748,-0.133858,-0.125984,3,3,0.329977,0
3806,-0.07874,0.047244,0.03937,0.031496,0.228346,-0.023622,0.015748,-0.031496,3,3,0.329977,0
3807,0.,-0.055118,-0.023622,-0.125984,0.047244,-0.007874,0.023622,0.015748,3,3,0.306757,0
3808,-0.031496,-0.03937,-0.047244,-0.070866,0.031496,-0.110236,-0.03937,-0.015748,3,3,0.306757,0
3809,-0.023622,0.023622,0.031496,0.03937,0.102362,-0.015748,-0.094488,0.015748,3,3,0.283537,0
3810,0.15748,-0.031496,-0.047244,-0.03937,0.275591,0.110236,0.102362,0.03937,3,3,0.283537,0
3811,-0.094488,0.015748,0.07874,0.362205,0.188976,0.015748,0.07874,0.055118,3,3,0.260317,0
3812,0.015748,0.03937,0.047244,-0.181102,-0.047244,-0.070866,-0.181102,-0.11811,3,3,0.260317,0
3813,-0.086614,-0.055118,-0.03937,-0.007874,-0.283465,0.165354,0.047244,-0.03937,3,3,0.237098,0
3814,0.062992,0.007874,-0.047244,-0.204724,-0.80315,-0.047244,0.133858,0.220472,3,3,0.237098,0
3815,0.086614,0.031496,0.,0.15748,0.212598,-0.031496,-0.181102,0.149606,3,3,0.237098,0
3816,-0.133858,-0.03937,-0.03937,-0.11811,0.047244,-0.055118,-0.055118,-0.204724,3,3,0.237098,0
3817,-0.19685,-0.023622,0.007874,0.07874,-0.094488,-0.070866,-0.204724,-0.181102,3,3,0.190658,0
3818,0.007874,-0.03937,-0.031496,-0.070866,-0.220472,-0.03937,0.031496,-0.031496,3,3,0.190658,0
3819,0.11811,0.062992,0.062992,0.110236,0.102362,0.102362,0.133858,0.244094,3,3,0.190658,0
3820,0.346457,0.,-0.047244,-0.165354,0.094488,0.047244,0.094488,0.283465,3,3,0.190658,0
3821,-0.322835,-0.023622,-0.047244,0.007874,-0.110236,-0.007874,0.204724,0.141732,3,3,0.167438,0
3822,0.047244,-0.070866,0.,0.023622,-0.165354,-0.03937,-0.125984,-0.188976,3,3,0.167438,0
3823,-0.055118,-0.015748,-0.015748,-0.023622,0.228346,0.023622,-0.110236,-0.007874,3,3,0.144218,0
3824,-0.055118,0.047244,0.165354,0.102362,-0.291339,-0.062992,0.,0.086614,3,3,0.144218,0
3825,0.047244,-0.023622,-0.094488,-0.086614,-0.102362,0.047244,0.204724,0.362205,3,3,0.120998,0
3826,0.307087,0.149606,0.007874,-0.212598,0.03937,0.03937,-0.07874,0.015748,3,3,0.120998,0
3827,-0.212598,-0.023622,0.007874,0.314961,0.15748,0.023622,-0.062992,0.023622,3,3,0.120998,0
3828,0.062992,-0.181102,-0.102362,-0.228346,-0.362205,-0.141732,-0.110236,-0.03937,3,3,0.120998,0
3829,-0.141732,0.03937,0.031496,-0.007874,0.228346,0.181102,0.141732,0.03937,3,3,0.074558,0
3830,0.488189,0.015748,-0.11811,-0.181102,-0.637795,-0.228346,-0.015748,0.165354,3,3,0.074558,0
3831,-0.385827,-0.055118,0.070866,0.055118,-0.062992,-0.023622,0.102362,-0.070866,3,3,0.074558,0
3832,0.11811,0.007874,-0.023622,-0.031496,-0.866142,-0.149606,-0.307087,-0.07874,3,3,0.074558,0
3833,-0.228346,-0.023622,-0.070866,0.007874,0.251969,0.070866,0.062992,0.03937,3,3,0.028118,0
3834,0.23622,0.070866,0.047244,0.228346,0.267717,0.07874,0.125984,0.015748,3,3,0.028118,0
3835,-0.094488,-0.047244,0.062992,-0.023622,-0.456693,0.055118,-0.149606,-0.023622,3,3,0.028118,0
3836,-0.03937,-0.070866,-0.007874,-0.102362,0.377953,0.07874,0.023622,-0.23622,3,3,0.028118,0
3837,-0.047244,-0.031496,0.015748,0.03937,-0.354331,0.07874,0.055118,-0.212598,3,3,0.004898,0
3838,0.181102,-0.023622,-0.141732,-0.133858,0.582677,-0.015748,0.11811,-0.496063,3,3,0.004898,0
3839,-0.480315,-0.015748,-0.055118,-0.291339,-0.448819,-0.370079,-0.551181,-0.685039,3,2,0.981678,0
3840,0.204724,-0.015748,-0.023622,0.141732,0.527559,-0.031496,-0.015748,-0.543307,3,2,0.981678,0
3841,-0.275591,0.055118,-0.023622,-0.181102,-0.086614,-0.165354,-0.244094,-0.653543,3,2,0.958458,0
3842,-0.07874,-0.212598,-0.188976,-0.086614,0.503937,0.055118,0.188976,-0.559055,3,2,0.958458,0
3843,-0.795276,-0.15748,0.133858,0.141732,0.,0.055118,0.496063,-0.724409,3,2,0.935238,0
3844,0.110236,0.023622,0.007874,0.149606,0.338583,0.07874,-0.031496,-0.574803,3,2,0.935238,0
3845,0.125984,0.07874,-0.031496,0.055118,1.,0.165354,0.527559,-0.464567,3,2,0.935238,0
3846,-0.732283,0.204724,0.566929,0.755906,-0.811024,-0.244094,-0.629921,-0.543307,3,2,0.935238,0
3847,0.818898,0.023622,-0.141732,0.173228,0.818898,0.149606,0.07874,-0.472441,3,2,0.935238,0
3848,-0.527559,0.133858,0.141732,-0.102362,-0.102362,0.212598,0.055118,-0.165354,3,2,0.935238,0
3849,0.472441,-0.094488,-0.086614,-0.047244,-0.425197,-0.283465,-0.299213,-0.80315,3,2,0.912018,0
3850,-0.086614,-0.173228,-0.188976,-0.314961,0.188976,0.07874,-0.086614,-0.606299,3,2,0.912018,0
3851,0.047244,0.086614,-0.165354,-0.503937,-1.007874,-0.094488,-0.055118,-0.417323,3,2,0.912018,0
3852,0.456693,0.047244,0.125984,0.700787,0.503937,0.07874,0.244094,-0.653543,3,2,0.912018,0
3853,0.850394,0.11811,0.204724,0.244094,-0.07874,0.03937,0.330709,0.,3,2,0.912018,0
3854,-0.582677,-0.047244,-0.015748,-0.259843,-0.330709,-0.023622,-0.062992,-0.377953,3,2,0.912018,0
3855,0.566929,0.,-0.094488,-0.212598,-0.102362,0.015748,0.055118,-0.314961,3,2,0.912018,0
3856,-0.692913,-0.015748,-0.188976,-0.354331,-0.133858,-0.007874,0.,0.11811,3,2,0.912018,0
3857,0.188976,-0.055118,0.015748,0.015748,0.259843,0.267717,-0.228346,0.007874,3,2,0.865578,0
3858,-0.283465,-0.031496,0.015748,0.535433,0.480315,-0.267717,-0.062992,0.149606,3,2,0.865578,0
3859,0.244094,-0.015748,-0.102362,-0.330709,-0.314961,0.110236,0.007874,0.15748,3,2,0.865578,0
3860,-0.03937,-0.070866,-0.023622,0.102362,0.125984,-0.110236,-0.149606,0.,3,2,0.865578,0
3861,-0.181102,-0.015748,-0.07874,-0.212598,-0.086614,0.149606,0.299213,0.110236,3,2,0.842358,0
3862,-0.007874,-0.031496,0.023622,0.031496,0.023622,-0.102362,0.,0.267717,3,2,0.842358,0
3863,-0.110236,-0.11811,-0.086614,-0.346457,-0.283465,-0.228346,-0.181102,0.07874,3,2,0.819138,0
3864,0.086614,0.165354,-0.007874,-0.102362,-0.149606,0.062992,0.,0.220472,3,2,0.819138,0
3865,-0.031496,0.03937,0.007874,0.251969,0.204724,0.173228,0.181102,0.188976,3,2,0.795918,0
3866,-0.055118,-0.03937,0.,0.055118,-0.094488,-0.133858,-0.188976,-0.023622,3,2,0.795918,0
3867,0.086614,0.133858,0.031496,0.007874,-0.19685,0.070866,-0.086614,-0.031496,3,2,0.795918,0
3868,-0.07874,-0.204724,-0.15748,-0.102362,0.015748,-0.094488,-0.149606,-0.03937,3,2,0.795918,0
3869,0.,-0.03937,-0.070866,-0.385827,-0.732283,-0.173228,0.086614,-0.031496,3,2,0.772698,0
3870,-0.03937,0.086614,0.086614,0.03937,0.433071,-0.125984,-0.251969,-0.007874,3,2,0.772698,0
3871,0.007874,-0.062992,-0.055118,0.062992,0.220472,0.,0.149606,0.015748,3,2,0.772698,0
3872,0.015748,0.031496,0.055118,-0.070866,0.204724,-0.15748,-0.110236,0.055118,3,2,0.772698,0
3873,0.015748,0.03937,-0.007874,0.031496,0.755906,0.133858,0.,0.086614,3,2,0.749478,0
3874,0.070866,0.023622,-0.031496,-0.165354,-0.795276,0.149606,0.023622,0.133858,3,2,0.749478,0
3875,-0.031496,0.031496,-0.031496,0.102362,0.456693,-0.062992,-0.007874,-0.031496,3,2,0.726259,0
3876,-0.015748,-0.141732,-0.015748,0.15748,0.275591,0.330709,0.622047,0.094488,3,2,0.726259,0
3877,-0.07874,-0.055118,-0.086614,-0.11811,-0.417323,-0.503937,-0.456693,-0.251969,3,2,0.703039,0
3878,0.03937,0.055118,0.007874,0.007874,-0.251969,0.76378,0.370079,-0.125984,3,2,0.703039,0
3879,-0.133858,-0.007874,-0.086614,-0.204724,-0.212598,-0.566929,-0.307087,0.062992,3,2,0.679819,0
3880,0.07874,0.110236,0.031496,0.125984,0.11811,0.425197,1.,0.181102,3,2,0.679819,0
3881,0.007874,0.,0.015748,-0.19685,0.110236,0.464567,-0.76378,0.007874,3,2,0.633379,0
3882,0.,-0.031496,-0.023622,0.062992,0.086614,-0.181102,-0.362205,-0.055118,3,2,0.633379,0
3883,0.,-0.125984,-0.070866,-0.11811,-0.275591,-0.314961,-0.031496,-0.007874,3,2,0.633379,0
3884,-0.031496,-0.070866,-0.110236,-0.11811,0.102362,0.055118,0.133858,0.03937,3,2,0.633379,0
3885,-0.055118,-0.03937,0.070866,-0.102362,-0.866142,-0.275591,-0.141732,0.031496,3,2,0.563719,0
3886,-0.007874,0.062992,0.07874,0.251969,1.,0.251969,0.110236,0.031496,3,2,0.563719,0
3887,0.,0.03937,0.125984,-0.015748,-0.173228,-0.19685,-0.275591,-0.070866,3,2,0.563719,0
3888,-0.007874,0.047244,-0.007874,-0.07874,-0.133858,0.03937,0.440945,0.086614,3,2,0.563719,0
3889,0.031496,0.094488,0.220472,0.598425,0.543307,0.527559,-0.023622,0.307087,3,2,0.470839,0
3890,0.007874,-0.07874,-0.023622,-0.338583,-0.480315,-0.125984,-0.181102,-0.03937,3,2,0.470839,0
3891,-0.047244,0.007874,0.023622,0.385827,0.606299,0.023622,-0.370079,-0.102362,3,2,0.470839,0
3892,0.03937,0.031496,0.125984,-0.062992,0.07874,0.220472,-0.330709,0.055118,3,2,0.470839,0
3893,0.,-0.031496,-0.031496,-0.023622,-0.377953,-0.267717,-0.181102,0.062992,3,2,0.447619,0
3894,-0.204724,-0.244094,-0.11811,-0.102362,0.165354,-0.897638,-0.251969,-0.110236,3,2,0.447619,0
3895,0.125984,0.11811,0.07874,0.,-0.354331,0.574803,0.204724,0.283465,3,2,0.424399,0
3896,-0.062992,0.062992,0.015748,0.11811,0.094488,0.055118,-0.417323,-0.070866,3,2,0.424399,0
3897,-0.047244,-0.007874,-0.007874,-0.102362,0.188976,-0.299213,0.559055,-0.11811,3,2,0.401179,0
3898,0.133858,-0.125984,0.031496,0.133858,0.314961,0.204724,0.401575,0.181102,3,2,0.401179,0
3899,-0.007874,-0.023622,-0.015748,-0.031496,-0.244094,-0.031496,-0.094488,-0.023622,3,2,0.377959,0
3900,-0.086614,0.007874,-0.110236,-0.110236,-0.322835,-0.267717,-0.307087,-0.086614,3,2,0.377959,0
3901,0.055118,-0.055118,-0.086614,-0.165354,-0.007874,0.330709,0.275591,0.047244,3,2,0.354739,0
3902,0.11811,0.385827,0.133858,0.11811,0.125984,-0.15748,-0.062992,0.110236,3,2,0.354739,0
3903,-0.015748,-0.141732,0.007874,0.15748,-0.15748,-0.07874,-0.070866,-0.07874,3,2,0.354739,0
3904,-0.015748,0.055118,0.173228,0.07874,0.047244,-0.283465,-0.023622,-0.055118,3,2,0.354739,0
3905,-0.062992,-0.055118,-0.125984,-0.007874,0.,-0.031496,-0.023622,-0.03937,3,2,0.331519,0
3906,-0.03937,-0.031496,-0.055118,-0.165354,-0.188976,-0.307087,-0.346457,-0.023622,3,2,0.331519,0
3907,-0.070866,-0.102362,-0.047244,0.031496,0.511811,0.062992,0.133858,-0.133858,3,2,0.308299,0
3908,0.047244,0.007874,0.07874,0.165354,-0.062992,-0.055118,0.007874,-0.055118,3,2,0.308299,0
3909,0.149606,0.141732,-0.031496,-0.102362,0.385827,0.566929,0.314961,0.181102,3,2,0.261859,0
3910,0.070866,0.070866,0.047244,0.094488,-0.385827,0.110236,-0.007874,0.173228,3,2,0.261859,0
3911,0.055118,0.070866,0.062992,0.03937,-0.220472,-0.086614,-0.212598,0.23622,3,2,0.261859,0
3912,0.007874,-0.094488,0.03937,0.181102,0.858268,0.070866,-0.251969,-0.299213,3,2,0.261859,0
3913,-0.299213,-0.19685,-0.267717,-0.543307,-0.661417,-0.724409,-0.850394,-0.362205,3,2,0.238639,0
3914,0.007874,-0.03937,-0.244094,-0.685039,-0.84252,0.669291,0.700787,-0.023622,3,2,0.238639,0
3915,-0.047244,0.055118,0.047244,0.283465,0.653543,0.519685,0.401575,0.055118,3,2,0.238639,0
3916,0.07874,-0.015748,0.015748,0.,-0.220472,0.401575,0.188976,-0.015748,3,2,0.238639,0
3917,0.11811,0.181102,0.464567,0.700787,0.559055,0.15748,0.314961,0.251969,3,2,0.1922,0
3918,-0.141732,-0.11811,-0.188976,-0.299213,-0.275591,-0.251969,-0.496063,-0.149606,3,2,0.1922,0
3919,-0.015748,-0.047244,-0.055118,0.07874,0.259843,0.19685,0.03937,-0.03937,3,2,0.1922,0
3920,-0.07874,-0.141732,-0.133858,0.181102,0.11811,-0.283465,-0.212598,-0.102362,3,2,0.16898,0
3921,0.055118,-0.031496,0.110236,-0.031496,0.330709,0.472441,0.228346,0.212598,3,2,0.14576,0
3922,-0.015748,0.007874,-0.031496,-0.141732,0.220472,-0.354331,-0.338583,-0.03937,3,2,0.14576,0
3923,0.007874,0.133858,0.11811,-0.220472,-0.393701,-0.173228,-0.070866,-0.07874,3,2,0.14576,0
3924,-0.165354,-0.11811,-0.251969,-0.354331,-0.149606,-0.393701,-0.259843,-0.291339,3,2,0.14576,0
3925,-0.062992,0.07874,0.110236,0.283465,0.968504,0.440945,0.370079,-0.023622,3,2,0.09932,0
3926,-0.047244,-0.07874,0.070866,0.251969,0.322835,0.346457,0.15748,0.070866,3,2,0.09932,0
3927,0.165354,-0.007874,-0.149606,-0.440945,0.141732,0.393701,0.03937,0.354331,3,2,0.09932,0
3928,0.188976,0.259843,0.141732,0.259843,0.283465,0.527559,0.346457,0.480315,3,2,0.09932,0
3929,0.023622,-0.11811,-0.19685,-0.338583,-0.732283,-0.889764,-0.685039,-0.244094,3,2,0.0761,0
3930,0.133858,0.062992,0.047244,0.393701,0.771654,0.685039,0.622047,0.110236,3,2,0.0761,0
3931,-0.055118,0.086614,0.055118,0.133858,0.755906,-0.165354,0.330709,0.15748,3,2,0.05288,0
3932,0.047244,-0.110236,0.070866,-0.03937,-0.228346,-0.629921,-0.409449,0.062992,3,2,0.05288,0
3933,-0.133858,-0.173228,-0.338583,-0.645669,-0.944882,-0.283465,-0.03937,-0.283465,3,2,0.02966,0
3934,0.015748,0.11811,0.110236,0.448819,-0.322835,-0.669291,-0.511811,-0.267717,3,2,0.02966,0
3935,-0.023622,-0.086614,-0.181102,-0.472441,-0.850394,0.472441,0.464567,-0.062992,3,2,0.00644,0
3936,0.062992,-0.031496,0.086614,0.07874,-0.070866,0.440945,0.338583,0.15748,3,2,0.00644,0
3937,0.047244,0.015748,0.07874,0.346457,0.110236,-0.188976,-0.133858,0.102362,3,1,0.98322,0
3938,-0.062992,-0.031496,0.,-0.283465,-0.125984,0.267717,0.047244,-0.070866,3,1,0.98322,0
3939,-0.055118,-0.055118,-0.228346,-0.181102,0.307087,-0.110236,-0.338583,0.133858,3,1,0.98322,0
3940,-0.070866,0.,0.062992,-0.07874,-0.251969,0.133858,-0.133858,0.181102,3,1,0.98322,0
3941,0.094488,0.007874,0.062992,0.393701,0.448819,0.299213,0.23622,0.283465,3,1,0.96,0
3942,-0.015748,-0.007874,-0.141732,-0.338583,-0.204724,-0.149606,-0.417323,0.204724,3,1,0.96,0
3943,0.031496,0.023622,0.204724,0.574803,0.409449,-0.322835,-0.062992,0.125984,3,1,0.93678,0
3944,0.,-0.007874,-0.11811,-0.314961,-0.204724,0.133858,0.094488,0.322835,3,1,0.93678,0
3945,-0.094488,-0.055118,-0.125984,-0.125984,-0.275591,-0.614173,-0.385827,0.055118,3,1,0.93678,0
3946,0.055118,0.07874,0.086614,0.094488,0.031496,0.448819,0.574803,0.425197,3,1,0.93678,0
3947,-0.023622,-0.015748,0.047244,0.110236,0.047244,0.047244,0.086614,0.031496,3,1,0.93678,0
3948,-0.015748,-0.070866,-0.110236,-0.212598,-0.133858,-0.299213,-0.362205,-0.031496,3,1,0.93678,0
3949,-0.062992,0.015748,0.03937,0.141732,0.149606,0.204724,0.141732,-0.031496,3,1,0.91356,0
3950,-0.015748,-0.047244,-0.03937,-0.007874,0.03937,0.094488,0.220472,0.062992,3,1,0.91356,0
3951,-0.03937,-0.015748,0.,0.031496,0.212598,-0.055118,-0.149606,0.086614,3,1,0.91356,0
3952,-0.086614,-0.023622,0.007874,0.023622,0.070866,0.015748,-0.03937,0.070866,3,1,0.91356,0
3953,0.047244,-0.03937,0.015748,-0.11811,-0.19685,0.007874,-0.047244,-0.007874,3,1,0.89034,0
3954,0.,0.102362,0.015748,0.015748,-0.188976,0.023622,0.047244,0.015748,3,1,0.89034,0
3955,0.031496,-0.07874,-0.07874,-0.110236,0.212598,0.015748,0.015748,0.102362,3,1,0.86712,0
3956,-0.062992,-0.062992,-0.023622,0.023622,-0.023622,-0.031496,-0.03937,-0.062992,3,1,0.86712,0
3957,-0.047244,0.023622,-0.007874,-0.062992,-0.062992,-0.015748,-0.007874,-0.11811,3,1,0.79746,0
3958,0.031496,-0.086614,0.031496,0.15748,0.062992,-0.086614,-0.031496,0.031496,3,1,0.79746,0
3959,-0.047244,-0.03937,-0.031496,0.102362,0.023622,0.070866,0.,0.023622,3,1,0.77424,0
3960,-0.007874,-0.007874,0.007874,-0.055118,0.031496,-0.015748,0.,-0.055118,3,1,0.77424,0
3961,0.,0.055118,0.,0.03937,0.007874,0.007874,-0.007874,0.094488,3,1,0.75102,0
3962,-0.007874,0.,0.007874,0.,0.362205,0.070866,0.015748,0.007874,3,1,0.75102,0
3963,0.023622,-0.055118,0.,-0.015748,-0.393701,-0.062992,0.,0.094488,3,1,0.75102,0
3964,-0.007874,0.,-0.055118,0.070866,0.086614,0.015748,0.007874,0.055118,3,1,0.75102,0
3965,0.,0.015748,-0.023622,-0.062992,-0.19685,-0.03937,-0.031496,-0.188976,3,1,0.7278,0
3966,-0.03937,-0.023622,0.023622,0.03937,0.110236,0.023622,0.015748,0.133858,3,1,0.7278,0
3967,0.,-0.047244,-0.055118,-0.031496,0.055118,-0.023622,-0.015748,0.047244,3,1,0.70458,0
3968,0.015748,0.03937,-0.007874,-0.086614,-0.464567,-0.023622,0.,0.086614,3,1,0.70458,0
3969,-0.031496,-0.023622,-0.031496,-0.03937,0.15748,0.023622,-0.007874,0.015748,3,1,0.681361,0
3970,0.,-0.03937,-0.023622,0.023622,0.070866,0.,-0.007874,-0.007874,3,1,0.681361,0
3971,-0.007874,0.,0.102362,-0.007874,0.15748,0.007874,0.007874,0.11811,3,1,0.658141,0
3972,-0.007874,-0.055118,-0.023622,0.047244,-0.125984,-0.047244,-0.023622,0.007874,3,1,0.658141,0
3973,-0.015748,-0.015748,-0.03937,-0.133858,-0.015748,0.007874,0.007874,0.007874,3,1,0.634921,0
3974,-0.015748,0.,-0.015748,0.015748,-0.07874,0.023622,-0.03937,0.023622,3,1,0.634921,0
3975,-0.023622,-0.015748,-0.047244,0.015748,0.188976,0.007874,-0.007874,-0.094488,3,1,0.634921,0
3976,-0.015748,-0.031496,0.055118,-0.023622,-0.094488,-0.007874,-0.007874,-0.062992,3,1,0.634921,0
3977,0.,-0.015748,-0.031496,0.19685,0.377953,-0.047244,-0.007874,0.007874,3,1,0.611701,0
3978,-0.015748,-0.007874,0.,-0.110236,-0.023622,-0.086614,-0.015748,0.133858,3,1,0.611701,0
3979,0.086614,0.181102,0.015748,0.007874,-0.448819,0.03937,0.03937,0.015748,3,1,0.588481,0
3980,-0.055118,-0.062992,-0.055118,-0.070866,0.125984,-0.03937,-0.031496,0.007874,3,1,0.588481,0
3981,0.031496,0.015748,0.015748,-0.062992,-0.133858,-0.015748,0.015748,-0.125984,3,1,0.588481,0
3982,-0.047244,-0.094488,-0.047244,-0.062992,0.055118,-0.03937,-0.007874,0.031496,3,1,0.588481,0
3983,-0.055118,0.007874,-0.055118,-0.102362,-0.314961,-0.07874,-0.047244,0.,3,1,0.588481,0
3984,0.047244,0.102362,0.031496,0.15748,0.472441,0.055118,0.03937,0.031496,3,1,0.588481,0
3985,0.,-0.007874,0.,-0.070866,-0.086614,0.031496,0.,0.165354,3,1,0.518821,0
3986,0.023622,-0.007874,-0.015748,-0.062992,-0.07874,-0.007874,-0.007874,0.047244,3,1,0.518821,0
3987,-0.015748,0.007874,0.086614,0.047244,-0.212598,-0.015748,-0.015748,-0.03937,3,1,0.518821,0
3988,-0.023622,-0.03937,-0.07874,-0.188976,-0.19685,-0.023622,-0.007874,0.,3,1,0.518821,0
3989,-0.007874,0.031496,0.055118,0.188976,0.110236,0.,-0.007874,0.141732,3,1,0.472381,0
3990,-0.015748,-0.07874,0.007874,-0.007874,-0.015748,-0.055118,-0.023622,0.,3,1,0.472381,0
3991,-0.015748,-0.023622,-0.055118,-0.03937,0.125984,-0.031496,-0.007874,-0.007874,3,1,0.472381,0
3992,0.007874,0.,0.094488,0.165354,0.267717,0.055118,0.031496,0.023622,3,1,0.449161,0
3993,-0.031496,0.007874,-0.047244,-0.070866,-0.11811,-0.055118,-0.007874,-0.015748,3,1,0.425941,0
3994,0.,0.007874,0.015748,-0.031496,-0.070866,-0.03937,0.,-0.015748,3,1,0.425941,0
3995,0.007874,0.015748,0.062992,0.070866,-0.03937,-0.015748,-0.015748,-0.023622,3,1,0.425941,0
3996,-0.015748,-0.047244,-0.055118,-0.03937,-0.015748,-0.015748,-0.015748,-0.03937,3,1,0.425941,0
3997,0.015748,-0.023622,0.,-0.007874,0.023622,-0.007874,-0.007874,0.,3,1,0.379501,0
3998,-0.031496,-0.031496,0.,-0.031496,-0.086614,-0.015748,0.,0.023622,3,1,0.379501,0
3999,-0.015748,-0.03937,-0.03937,-0.03937,-0.047244,0.,-0.007874,0.015748,3,1,0.379501,0
4000,0.031496,0.244094,0.047244,0.023622,0.03937,0.015748,0.007874,0.023622,3,1,0.379501,0
4001,0.062992,-0.07874,-0.03937,-0.007874,-0.062992,-0.023622,-0.023622,0.031496,3,1,0.356281,0
4002,-0.007874,0.11811,-0.007874,-0.015748,0.031496,0.007874,-0.007874,-0.015748,3,1,0.356281,0
4003,-0.023622,-0.070866,0.,0.133858,0.055118,0.03937,0.,-0.023622,3,1,0.333061,0
4004,-0.031496,-0.094488,-0.031496,-0.141732,-0.047244,0.03937,-0.007874,0.062992,3,1,0.333061,0
4005,-0.031496,-0.070866,-0.031496,0.023622,0.015748,0.007874,-0.015748,-0.015748,3,1,0.309841,0
4006,0.,-0.015748,0.007874,-0.015748,0.,0.047244,0.007874,0.007874,3,1,0.309841,0
4007,-0.031496,-0.015748,-0.055118,-0.086614,-0.062992,-0.015748,-0.007874,0.03937,3,1,0.286621,0
4008,-0.015748,-0.015748,0.023622,-0.062992,-0.181102,-0.110236,-0.055118,-0.07874,3,1,0.286621,0
4009,0.031496,0.03937,0.062992,0.110236,-0.007874,-0.007874,0.015748,0.,3,1,0.263401,0
4010,-0.015748,0.,0.007874,0.094488,0.212598,0.055118,-0.007874,0.007874,3,1,0.263401,0
4011,0.031496,0.031496,0.03937,0.055118,0.275591,0.055118,0.,-0.07874,3,1,0.263401,0
4012,0.,-0.070866,-0.070866,-0.062992,-0.07874,0.03937,-0.015748,0.015748,3,1,0.263401,0
4013,-0.015748,0.,-0.015748,0.03937,-0.125984,0.086614,0.,-0.055118,3,1,0.240181,0
4014,0.,-0.03937,-0.007874,-0.102362,-0.086614,0.015748,-0.015748,-0.070866,3,1,0.240181,0
4015,0.007874,0.007874,0.055118,0.031496,0.031496,0.047244,0.007874,-0.015748,3,1,0.216961,0
4016,-0.03937,-0.023622,-0.031496,-0.031496,-0.007874,0.023622,-0.007874,0.031496,3,1,0.216961,0
4017,-0.007874,-0.007874,-0.031496,-0.031496,-0.07874,0.031496,-0.007874,-0.165354,3,1,0.193741,0
4018,-0.015748,0.007874,-0.070866,0.023622,-0.007874,-0.023622,-0.015748,-0.03937,3,1,0.193741,0
4019,0.,-0.023622,-0.007874,-0.070866,-0.055118,-0.023622,0.,0.023622,3,1,0.170522,0
4020,0.015748,0.,-0.007874,0.055118,0.03937,0.,-0.007874,-0.094488,3,1,0.170522,0
4021,-0.023622,-0.015748,-0.031496,-0.125984,-0.023622,-0.031496,-0.007874,0.133858,3,1,0.147302,0
4022,0.015748,-0.015748,0.015748,0.125984,0.086614,0.015748,0.,-0.023622,3,1,0.147302,0
4023,0.015748,0.007874,-0.023622,-0.07874,-0.125984,-0.031496,-0.007874,-0.086614,3,1,0.147302,0
4024,0.031496,0.110236,0.007874,-0.047244,-0.062992,-0.03937,-0.015748,-0.03937,3,1,0.147302,0
4025,-0.023622,-0.070866,-0.031496,0.125984,0.110236,-0.047244,-0.015748,0.023622,3,1,0.124082,0
4026,-0.047244,-0.031496,0.015748,-0.015748,-0.023622,-0.07874,-0.007874,-0.031496,3,1,0.124082,0
4027,0.,0.007874,-0.007874,-0.086614,-0.015748,-0.055118,-0.015748,0.047244,3,1,0.100862,0
4028,0.,0.015748,-0.015748,-0.007874,-0.031496,-0.031496,0.,0.047244,3,1,0.100862,0
4029,0.,-0.023622,-0.031496,-0.023622,-0.023622,-0.015748,0.,-0.102362,3,1,0.077642,0
4030,-0.007874,-0.007874,-0.031496,0.015748,-0.15748,-0.031496,-0.007874,0.023622,3,1,0.077642,0
4031,-0.015748,-0.015748,0.,-0.055118,-0.03937,-0.047244,-0.015748,0.062992,3,1,0.054422,0
4032,0.007874,0.023622,0.,0.062992,0.086614,-0.031496,-0.015748,-0.055118,3,1,0.054422,0
4033,0.015748,0.023622,0.11811,0.07874,0.110236,-0.023622,0.,0.015748,3,1,0.031202,0
4034,-0.031496,-0.062992,-0.062992,-0.023622,0.133858,0.031496,0.007874,0.047244,3,1,0.031202,0
4035,-0.03937,-0.094488,-0.055118,-0.102362,-0.062992,0.015748,-0.007874,0.062992,3,1,0.031202,0
